C02451V02968,REGION,C02447V03042,SchoolProgramme,TLIST(A1),Year,STATISTIC,Statistic Label,UNIT,VALUE,NumberOfClasses, NumberOfPupils
6,Longford,122,Pupils in special national schools,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,33,,33
6,Longford,122,Pupils in special national schools,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,31,,31
6,Longford,122,Pupils in special national schools,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,30,,30
6,Longford,122,Pupils in special national schools,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,25,,25
6,Longford,122,Pupils in special national schools,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,28,,28
6,Longford,122,Pupils in special national schools,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,27,,27
6,Longford,122,Pupils in special national schools,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,27,,27
6,Longford,122,Pupils in special national schools,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,29,,29
6,Longford,122,Pupils in special national schools,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,28,,28
6,Longford,122,Pupils in special national schools,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,29,,29
6,Longford,122,Pupils in special national schools,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,25,,25
6,Longford,122,Pupils in special national schools,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,29,,29
6,Longford,122,Pupils in special national schools,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,27,,27
6,Longford,122,Pupils in special national schools,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,25,,25
6,Longford,122,Pupils in special national schools,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,25,,25
6,Longford,122,Pupils in special national schools,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,28,,28
6,Longford,122,Pupils in special national schools,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,27,,27
6,Longford,122,Pupils in special national schools,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,26,,26
6,Longford,122,Pupils in special national schools,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,28,,28
6,Longford,122,Pupils in special national schools,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,27,,27
6,Longford,122,Pupils in special national schools,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,27,,27
6,Longford,122,Pupils in special national schools,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,31,,31
6,Longford,122,Pupils in special national schools,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,32,,32
6,Longford,122,Pupils in special national schools,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,31,,31
6,Longford,122,Pupils in special national schools,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,29,,29
6,Longford,122,Pupils in special national schools,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,29,,29
6,Longford,122,Pupils in special national schools,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,36,,36
7,Louth,1,All first level school programmes,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,13718,,13718
7,Louth,1,All first level school programmes,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,13281,,13281
7,Louth,1,All first level school programmes,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,13000,,13000
7,Louth,1,All first level school programmes,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,12656,,12656
7,Louth,1,All first level school programmes,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,12375,,12375
7,Louth,1,All first level school programmes,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,12167,,12167
7,Louth,1,All first level school programmes,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,12099,,12099
7,Louth,1,All first level school programmes,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,12280,,12280
7,Louth,1,All first level school programmes,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,12623,,12623
7,Louth,1,All first level school programmes,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,12782,,12782
7,Louth,1,All first level school programmes,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,13076,,13076
7,Louth,1,All first level school programmes,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,13841,,13841
7,Louth,1,All first level school programmes,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,14375,,14375
7,Louth,1,All first level school programmes,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,14995,,14995
7,Louth,1,All first level school programmes,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,15464,,15464
7,Louth,1,All first level school programmes,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,15758,,15758
7,Louth,1,All first level school programmes,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,15943,,15943
7,Louth,1,All first level school programmes,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,16098,,16098
7,Louth,1,All first level school programmes,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,16373,,16373
7,Louth,1,All first level school programmes,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,16671,,16671
7,Louth,1,All first level school programmes,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,16911,,16911
7,Louth,1,All first level school programmes,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,17186,,17186
7,Louth,1,All first level school programmes,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,17341,,17341
7,Louth,1,All first level school programmes,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,17477,,17477
7,Louth,1,All first level school programmes,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,17601,,17601
7,Louth,1,All first level school programmes,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,17620,,17620
7,Louth,1,All first level school programmes,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,17459,,17459
7,Louth,1,All first level school programmes,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,17239,,17239
7,Louth,11,All mainstream national school programmes,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,13406,,13406
7,Louth,11,All mainstream national school programmes,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,12987,,12987
7,Louth,11,All mainstream national school programmes,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,12700,,12700
7,Louth,11,All mainstream national school programmes,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,12358,,12358
7,Louth,11,All mainstream national school programmes,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,12084,,12084
7,Louth,11,All mainstream national school programmes,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,11855,,11855
7,Louth,11,All mainstream national school programmes,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,11702,,11702
7,Louth,11,All mainstream national school programmes,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,11860,,11860
7,Louth,11,All mainstream national school programmes,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,12136,,12136
7,Louth,11,All mainstream national school programmes,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,12290,,12290
7,Louth,11,All mainstream national school programmes,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,12575,,12575
7,Louth,11,All mainstream national school programmes,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,13337,,13337
7,Louth,11,All mainstream national school programmes,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,13866,,13866
7,Louth,11,All mainstream national school programmes,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,14477,,14477
7,Louth,11,All mainstream national school programmes,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,14948,,14948
7,Louth,11,All mainstream national school programmes,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,15232,,15232
7,Louth,11,All mainstream national school programmes,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,15401,,15401
7,Louth,11,All mainstream national school programmes,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,15753,,15753
7,Louth,11,All mainstream national school programmes,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,16011,,16011
7,Louth,11,All mainstream national school programmes,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,16286,,16286
7,Louth,11,All mainstream national school programmes,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,16510,,16510
7,Louth,11,All mainstream national school programmes,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,16750,,16750
7,Louth,11,All mainstream national school programmes,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,16878,,16878
7,Louth,11,All mainstream national school programmes,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,16979,,16979
7,Louth,11,All mainstream national school programmes,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,17095,,17095
7,Louth,11,All mainstream national school programmes,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,17093,,17093
7,Louth,11,All mainstream national school programmes,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,16898,,16898
7,Louth,11,All mainstream national school programmes,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,16643,,16643
7,Louth,121,Pupils with special needs in mainstream national schools,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,66,,66
7,Louth,121,Pupils with special needs in mainstream national schools,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,65,,65
7,Louth,121,Pupils with special needs in mainstream national schools,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,86,,86
7,Louth,121,Pupils with special needs in mainstream national schools,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,100,,100
7,Louth,121,Pupils with special needs in mainstream national schools,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,111,,111
7,Louth,121,Pupils with special needs in mainstream national schools,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,127,,127
7,Louth,121,Pupils with special needs in mainstream national schools,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,198,,198
7,Louth,121,Pupils with special needs in mainstream national schools,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,212,,212
7,Louth,121,Pupils with special needs in mainstream national schools,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,272,,272
7,Louth,121,Pupils with special needs in mainstream national schools,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,277,,277
7,Louth,121,Pupils with special needs in mainstream national schools,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,274,,274
7,Louth,121,Pupils with special needs in mainstream national schools,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,269,,269
7,Louth,121,Pupils with special needs in mainstream national schools,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,284,,284
7,Louth,121,Pupils with special needs in mainstream national schools,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,261,,261
7,Louth,121,Pupils with special needs in mainstream national schools,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,260,,260
7,Louth,121,Pupils with special needs in mainstream national schools,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,261,,261
7,Louth,121,Pupils with special needs in mainstream national schools,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,265,,265
7,Louth,121,Pupils with special needs in mainstream national schools,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,65,,65
